rname,Wsp_44m,Wsp_44m_stdev,Wdir_41m,ROT,yaw,pa,po,wsn,MyTB_mean,MyTB_stdev,MyTB_min,MyTB_max,MyTB_DEL3,MyTB_DEL6,MyTB_DEL9,MyTB_DEL12,MxTB_mean,MxTB_stdev,MxTB_min,MxTB_max,MxTB_DEL3,MxTB_DEL6,MxTB_DEL9,MxTB_DEL12,MzTT_mean,MzTT_stdev,MzTT_min,MzTT_max,MzTT_DEL3,MzTT_DEL6,MzTT_DEL9,MzTT_DEL12,Myaw_mean,Myaw_stdev,Myaw_min,Myaw_max,Myaw_DEL3,Myaw_DEL6,Myaw_DEL9,Myaw_DEL12,Mtilt_mean,Mtilt_stdev,Mtilt_min,Mtilt_max,Mtilt_DEL3,Mtilt_DEL6,Mtilt_DEL9,Mtilt_DEL12,MzR_mean,MzR_stdev,MzR_min,MzR_max,MzR_DEL3,MzR_DEL6,MzR_DEL9,MzR_DEL12,MyR_mean,MyR_stdev,MyR_min,MyR_max,MyR_DEL3,MyR_DEL6,MyR_DEL9,MyR_DEL12,MxR_mean,MxR_stdev,MxR_min,MxR_max,MxR_DEL3,MxR_DEL6,MxR_DEL9,MxR_DEL12,MyA1_mean,MyA1_stdev,MyA1_min,MyA1_max,MyA1_DEL3,MyA1_DEL6,MyA1_DEL9,MyA1_DEL12,MxA1_mean,MxA1_stdev,MxA1_min,MxA1_max,MxA1_DEL3,MxA1_DEL6,MxA1_DEL9,MxA1_DEL12
2017-01-01 20:40:00,6.36,0.66,282.66,20.55,278.61,-1.77,175.5,6.81,-887.597,209.663,-1863.16,1003.83,437.215,1033.88,1415.37,1667.68,1002.85,194.115,-666.37,1705.53,373.775,863.087,1183.93,1394.94,36.1644,12.1316,-23.6224,82.2598,31.4125,42.7301,54.4997,63.3945,7.55451,27.5332,-81.4694,138.497,60.2929,85.9988,110.244,128.605,-103.574,25.9362,-178.265,9.21459,60.7992,82.2806,100.275,113.92,102.539,15.9047,7.34093,159.369,23.3017,53.1221,74.0957,88.038,-8.7307,76.9752,-172.021,159.529,185.069,214.514,229.17,239.613,7.14741,78.0917,-157.117,178.85,187.43,216.902,231.289,241.248,-39.5705,101.281,-205.148,156.745,228.309,258.103,269.619,276.271,-211.509,47.3831,-360.007,37.0285,74.6592,142.752,195.733,231.585
2017-01-01 20:50:00,6.68,0.47,283.25,20.3,278.61,-1.79,169.6,6.71,-855.687,137.832,-1319.04,-260.773,202.947,390.427,525.541,618.521,971.757,125.203,400.44,1435.89,204.619,370.709,502.28,595.623,39.0012,9.77941,-6.65884,69.9822,26.9487,34.5332,41.8952,47.6655,2.54092,23.058,-75.2742,95.8207,52.9863,72.463,89.5496,102.461,-110.06,20.4366,-176.338,0.585771,48.361,66.4899,84.6748,99.678,101.145,13.7385,25.6711,145.883,19.5937,41.8364,58.013,69.1,-8.65935,79.8482,-163.407,144.953,187.251,215.327,227.984,236.187,6.5259,80.7369,-142.508,170.836,187.275,214.963,227.255,235.17,-38.7412,101.547,-203.742,129.764,226.248,255.791,266.767,272.674,-205.411,32.0547,-331.265,-118.046,53.1841,86.3817,111.966,129.65
2017-01-01 21:00:00,6.24,0.46,278.1,18.6,278.61,-1.67,133.07,6.11,-690.603,131.014,-1119.25,-336.481,194.674,331.847,425.306,487.238,811.888,116.841,454.926,1157.98,186.617,296.516,376.404,431.343,40.9312,8.3573,5.81388,78.417,25.128,32.3187,39.0603,44.3262,-1.88331,18.9573,-72.096,75.4214,49.6166,66.8713,81.0032,91.7591,-107.6,19.5116,-190.58,-41.247,43.8232,61.2201,76.545,88.1889,88.9182,13.3811,19.7914,133.02,19.1961,39.9101,54.9416,65.26,-8.35653,77.8287,-176.369,164.032,177.715,209.338,225.452,237.439,3.96186,78.4283,-143.54,187.346,176.668,207.221,222.133,232.848,-32.6242,102.112,-195.114,129.919,221.82,254.406,266.548,273.04,-165.332,30.636,-274.459,-79.2139,49.5711,80.4282,103.191,118.637
2017-01-01 21:20:00,6.07,0.5,280.7,18.88,278.61,-1.73,133.55,6.22,-708.469,159.14,-1217.87,-311.616,192.998,345.871,458.883,535.563,826.988,141.757,473.604,1288.32,196.026,325.84,423.44,489.523,39.0181,8.59874,5.30696,68.4248,25.2287,31.0532,36.0001,39.8301,3.3197,20.1071,-63.5105,78.1956,49.7562,64.6843,75.9501,84.7311,-107.889,19.9718,-178.869,-24.9638,48.6867,64.7619,78.4424,89.4726,88.0526,11.3304,13.9241,121.459,19.2916,38.7822,52.7294,62.2897,-8.17686,78.1039,-168.252,156.349,179.956,210.006,223.838,233.125,4.29854,78.9564,-150.861,173.408,180.694,210.87,224.803,234.133,-32.8553,101.5,-202.756,127.753,222.788,254.997,267.087,273.637,-169.816,38.8028,-303.106,-82.3943,49.3179,84.2135,112.19,130.894
2017-01-01 21:30:00,5.9,0.47,283.28,19.25,278.61,-1.74,121.6,6.41,-684.019,118.931,-1114.03,-296.17,189.429,328.307,425.928,491.633,797.103,101.218,384.754,1199.57,187.478,320.057,417.542,483.667,40.3508,9.193,-9.22829,75.4329,25.5188,34.0752,42.8652,49.8025,2.18248,21.1511,-78.2647,112.809,50.4038,71.8899,92.2672,108.328,-111.42,20.9091,-178.009,-10.8667,48.0419,66.363,83.6438,97.5124,81.4215,16.828,8.32643,131.951,22.2564,45.2833,61.1629,71.9703,-7.9697,80.7148,-174.577,151.601,185.385,215.868,230.039,239.658,5.23934,81.5358,-146.337,170.074,184.448,214.335,228.054,237.298,-30.3431,101.697,-193.18,132.031,223.182,254.587,266.315,272.631,-167.399,30.2279,-295.519,-84.0601,50.8816,84.6,110.266,127.86
2017-01-01 21:50:00,5.47,0.37,283.52,17.68,278.51,-1.59,89.9,5.74,-531.043,103.941,-908.424,283.448,188.424,414.019,578.905,688.689,648.959,93.1171,-81.269,959.957,182.805,373.364,517.573,612.582,39.6854,6.73225,7.9548,65.2056,20.0519,25.5382,30.5421,34.5456,3.98793,15.1045,-49.6829,74.0021,39.8319,53.566,65.2083,74.3956,-109.031,15.8379,-163.436,-39.1249,37.4184,52.0145,65.3981,75.5364,68.4082,12.5497,-21.6264,98.5822,20.2097,43.3131,59.7728,70.6825,-7.77461,78.0457,-146.538,150.473,173.124,202.58,215.132,222.895,2.80367,78.7581,-145.977,145.631,173.244,202.632,215.06,222.68,-24.3394,101.324,-184.736,150.425,216.352,250.24,262.918,269.711,-130.26,25.0504,-231.914,-15.7034,42.4582,77.9644,105.613,124.805
2017-01-02 00:50:00,5.94,0.51,287.26,18.75,290.19,-1.76,144.47,6.18,-539.877,85.2085,-791.498,-253.002,149.274,221.775,283.054,326.442,1030.73,134.632,655.947,1432.89,177.063,289.904,383.888,451.192,45.7455,7.74938,17.21,77.1592,22.9019,28.4453,33.6405,37.7199,4.32229,18.7124,-66.5134,72.7348,47.2941,62.5173,75.3392,85.2265,-99.3888,17.0368,-157.339,-27.7354,40.081,53.2453,64.9515,74.665,95.9614,12.2417,50.107,127.801,13.8786,27.2093,37.5279,44.6804,-9.68577,71.7381,-163.669,139.932,163.967,191.479,204.616,214.039,3.81987,72.6292,-146.298,147.361,164.197,191.394,204.097,212.961,-35.4482,101.143,-200.579,125.747,221.034,253.255,265.282,271.727,-178.179,28.5769,-280.998,-94.7784,45.9777,70.1859,91.5596,107.628
2017-01-02 01:20:00,6.36,0.41,285.19,19.16,292.66,-1.79,146.85,6.33,-516.379,92.4788,-875.375,-279.089,144.797,233.271,305.818,356.785,1081.61,130.906,759.76,1622.56,207.099,330.026,429.042,501.709,46.4513,7.80135,18.2082,75.1211,23.022,27.7966,31.9529,35.2778,2.8585,19.1563,-70.3872,74.7135,48.3236,63.21,75.7107,85.6232,-105.896,18.2844,-172.815,-37.9496,46.3555,62.3718,75.1626,84.7035,95.5353,13.0789,15.3531,127.15,18.1497,38.7108,53.8047,64.1635,-9.70044,76.3558,-154.458,143.036,176.609,204.77,217.443,225.75,4.50192,77.2181,-148.141,163.414,177.119,205.344,218.106,226.592,-35.5776,101.364,-194.894,126.786,222.679,254.137,265.837,272.089,-185.863,30.0367,-303.306,-91.9861,48.0445,78.9793,104.932,123.202
2017-01-02 01:30:00,6.28,0.47,297.26,18.85,297.58,-1.79,148.88,6.26,-412.116,76.2994,-682.138,-123.802,135.452,215.542,280.798,327.071,1131.84,146.048,643.461,1569.31,194.96,344.904,458.911,538.76,43.7036,8.02827,18.6106,69.916,22.7328,27.0634,30.7955,33.6905,3.94181,20.128,-70.8732,65.3273,48.2335,61.619,72.8904,82.002,-109.174,17.5178,-177.172,-42.2745,43.4626,58.651,71.2101,80.8222,97.5367,12.6538,39.2589,134.164,16.7327,34.7298,46.9427,55.1873,-10.0348,78.6683,-168.774,138.225,179.711,208.853,221.875,230.35,3.65914,79.6448,-141.987,170.209,180.02,208.778,221.492,229.781,-36.3012,101.109,-199.517,123.475,220.915,252.773,264.601,270.896,-183.819,28.6025,-290.123,-98.3246,44.1941,70.188,93.3352,110.401
2017-01-02 12:30:00,9.45,0.81,304.1,24.73,314.73,-1.88,434.41,8.41,-103.547,98.0719,-521.426,239.663,285.469,362.712,425.087,474.511,2607.58,395.359,1480.47,3479.95,393.403,724.68,967.899,1146.56,60.5472,17.5742,-23.6224,118.756,46.8526,60.0776,74.9739,86.6352,-6.26279,47.0729,-160.975,220.931,100.874,146.593,191.025,223.83,-98.9294,42.28,-251.905,61.2308,96.5147,128.984,159.8,183.644,190.671,35.842,80.8785,279.401,34.4257,69.6141,95.3195,113.636,-12.9059,81.3335,-233.872,209.552,217.893,256.625,281.645,301.049,12.4406,82.5615,-207.263,245.76,220.587,258.785,283.231,302.385,-73.5488,104.534,-274.565,128.963,262.159,288.937,300.461,308.054,-377.017,61.2958,-555.185,-203.15,104.538,145.332,180.6,207.742
2017-01-02 12:40:00,9.11,0.83,299.31,24.58,311.51,-1.81,407.62,8.46,-235.662,167.578,-997.313,126.925,259.784,430.196,573.715,671.267,2477.27,374.567,464.729,3906.03,582.033,1259.69,1711.31,2012.64,57.5791,15.6393,7.63079,120.469,44.2646,53.6722,63.186,70.687,3.35192,40.8945,-164.941,127.808,93.2201,125.099,153.485,175.341,-101.985,39.3432,-235.162,41.162,96.0648,126.049,153.244,173.88,181.432,34.5595,45.6595,303.457,38.1823,87.5299,123.043,147.394,-12.4281,80.5459,-246.006,207.366,215.247,251.218,275.302,296.007,12.4931,82.1599,-220.859,211.902,218.684,254.712,277.46,295.477,-69.8419,103.02,-278.292,149.796,257.159,284.242,296.444,305.095,-363.455,58.5608,-527.138,-111.769,101.837,163.418,212.06,246.187
2017-01-02 13:00:00,8.11,0.89,310.34,23.12,310.27,-1.78,280.54,7.61,-216.477,123.717,-601.528,166.11,213.302,291.799,373.021,440.198,1988.1,331.529,1035.39,2979.46,371.686,705.516,947.31,1119.55,60.6846,13.1939,14.4716,109.463,39.8202,47.5754,54.7915,60.558,-4.68612,33.707,-128.684,105.799,83.0942,107.757,127.327,142.33,-113.604,38.4724,-244.94,24.1831,87.5126,115.672,140.971,160.34,137.213,25.0604,77.6458,214.542,27.2428,51.8491,68.1158,79.5487,-10.832,86.8201,-215.418,221.131,222.654,259.215,280.577,296.887,10.4991,87.7445,-188.38,238.344,224.178,260.669,282.079,298.654,-52.9823,103.345,-241.379,124.009,244.452,271.279,281.831,288.096,-293.604,53.3616,-460.413,-136.325,85.5544,126.895,162.845,189.456
2017-01-02 13:10:00,8.97,1.1,307.62,23.86,314.01,-1.84,399.14,7.99,-141.315,109.059,-578.722,152.408,307.971,394.659,454.382,496.464,2468.0,409.814,1442.49,3578.29,351.837,730.382,1021.55,1222.29,61.2294,14.4308,8.28055,120.483,41.1427,51.2394,61.216,69.0453,-6.7037,37.1345,-160.668,123.157,86.7887,119.349,148.361,170.314,-94.762,37.6562,-223.36,61.329,88.6216,122.103,151.827,173.615,182.169,33.946,105.435,275.399,28.1085,60.191,83.2201,98.7063,-12.4153,75.0969,-211.07,193.1,198.097,232.598,254.85,272.9,11.2941,76.3675,-170.143,209.94,198.982,232.297,252.638,268.132,-69.6476,104.245,-270.685,113.429,251.891,278.619,289.517,296.26,-352.382,64.5505,-511.401,-183.734,89.0479,126.655,161.507,189.214
2017-01-02 13:20:00,8.16,0.65,310.38,23.08,314.02,-1.76,321.75,7.62,-122.287,75.5071,-420.469,106.879,200.792,254.91,299.561,334.343,2153.69,378.902,1416.79,3539.08,335.714,714.881,1008.29,1211.53,60.8903,13.3646,2.5424,100.728,35.6942,44.0006,52.7076,59.8996,-9.07166,34.9527,-105.853,132.666,74.8715,100.066,123.18,141.828,-107.773,32.2519,-212.327,50.749,76.468,103.698,129.43,150.187,155.217,29.9862,86.9841,272.362,27.7795,61.8952,87.9531,105.806,-11.5243,81.9913,-217.059,179.147,206.624,238.601,256.657,270.554,10.1602,83.2765,-184.308,203.414,208.602,240.972,259.4,273.446,-59.9103,104.008,-276.791,118.888,245.377,272.533,283.408,290.135,-311.677,58.3619,-560.108,-170.04,82.0142,135.495,186.184,222.884
2017-01-02 13:30:00,8.39,0.64,311.01,23.65,311.47,-1.87,360.68,7.91,-243.353,188.917,-715.488,134.188,227.949,310.653,408.432,486.254,2277.09,281.431,1517.82,3006.71,282.917,539.437,727.363,859.064,54.1915,12.9037,8.69515,103.012,32.5588,42.6039,52.0621,59.0668,5.27778,31.558,-115.608,123.433,68.5934,98.3096,123.799,142.309,-106.264,30.7194,-211.616,51.4429,72.6134,104.955,133.724,155.203,168.643,19.9488,105.401,223.744,22.1948,43.0785,58.0231,68.5085,-11.8306,79.5135,-190.803,182.504,201.086,229.911,245.804,258.047,10.9602,81.2711,-184.598,193.952,203.322,231.828,247.477,259.74,-66.399,101.499,-239.545,121.973,242.697,268.386,278.54,284.616,-338.837,51.1266,-478.142,-206.952,71.1613,108.29,138.563,160.49
2017-01-02 13:40:00,8.37,0.68,309.83,23.98,307.44,-1.89,350.21,8.03,-394.215,97.3984,-678.87,-84.1077,211.433,269.801,322.964,365.38,2215.7,264.774,1235.17,2829.73,291.274,583.105,788.701,927.547,47.0393,12.1035,-8.21619,86.0887,33.665,41.4142,49.6771,56.6188,7.34244,30.4752,-91.5951,154.821,71.0413,96.5138,121.674,142.127,-107.567,28.6732,-217.876,4.54133,68.8452,91.3568,111.9,128.402,162.332,23.8872,72.6463,232.946,24.5846,55.6704,77.3917,92.1234,-11.8627,79.8041,-187.352,172.531,201.69,228.652,242.913,253.567,11.9776,81.4708,-164.976,181.044,203.192,229.822,243.697,253.818,-64.7467,101.034,-242.797,114.2,243.025,268.023,277.845,283.667,-338.552,44.2258,-449.439,-201.879,67.9323,103.303,131.302,150.484
2017-01-02 13:50:00,7.3,0.71,308.22,21.96,307.44,-1.64,242.43,7.09,-270.474,102.417,-691.241,-36.3405,179.055,255.538,322.84,377.551,1736.43,343.939,814.659,2884.42,309.724,700.261,988.743,1184.44,44.0322,10.8246,5.516,79.8593,29.3634,36.1825,42.7252,47.7314,11.4144,27.3645,-74.2748,110.242,62.3237,83.5822,101.629,115.033,-115.084,23.1649,-214.6,-23.0562,59.3439,77.9243,95.3433,109.902,126.453,27.1613,8.35472,203.514,29.7853,67.7882,94.9053,112.888,-10.4623,84.1313,-218.305,175.035,203.587,233.186,249.491,262.937,8.64729,85.6584,-185.196,195.01,205.554,234.957,250.552,262.867,-49.2854,100.711,-242.518,128.103,231.764,259.172,269.816,276.099,-263.299,54.914,-452.503,-141.07,63.1831,109.732,149.745,178.403
2017-01-02 14:00:00,7.75,0.49,306.35,21.94,307.44,-1.64,256.51,7.17,-276.491,93.131,-760.811,559.849,211.997,456.93,640.705,762.585,1809.66,271.814,-693.73,2840.14,484.263,1235.3,1732.78,2057.04,46.3237,10.6788,2.53021,95.0705,30.9947,39.4567,48.2515,55.2701,2.37688,27.4626,-107.616,112.558,66.2014,90.7088,112.504,129.164,-105.661,25.6023,-204.408,11.5171,66.8166,89.8627,109.909,125.755,134.024,19.7417,-14.8169,208.253,32.312,77.1679,107.754,128.341,-10.5655,77.9649,-189.014,182.696,192.384,221.149,236.562,248.564,8.7207,79.0782,-172.375,194.236,193.507,222.215,237.663,249.79,-52.0973,101.772,-239.533,148.473,234.85,262.785,273.831,280.626,-271.528,45.7993,-403.662,29.7126,75.9138,157.949,219.114,259.036
2017-01-02 14:10:00,7.06,0.8,304.43,21.59,307.44,-1.38,212.21,6.7,-234.52,90.5323,-519.49,-6.76583,123.518,188.549,249.337,294.804,1599.09,312.294,1060.26,2214.07,204.106,399.9,552.122,659.822,43.8529,8.1786,14.6911,75.952,22.4256,27.6315,32.9424,37.4092,3.19263,20.3355,-70.9821,78.8728,47.1257,63.1645,77.9949,89.6955,-118.219,21.6861,-207.475,-19.0027,49.5937,70.0828,89.7913,105.786,115.11,24.9583,71.1245,169.479,15.5875,33.069,46.7227,56.1482,-9.77519,85.098,-186.08,185.35,201.043,230.59,246.547,259.383,8.1019,86.0485,-178.725,194.744,201.916,231.322,247.038,259.585,-43.7572,101.915,-212.785,122.982,230.082,257.434,267.515,272.927,-241.626,51.3567,-358.208,-133.949,47.3094,79.1009,107.648,128.39
2017-01-02 14:20:00,6.94,0.47,296.95,21.02,302.93,-1.32,192.47,6.45,-314.905,124.724,-672.32,-35.1048,132.377,224.849,307.871,366.401,1455.05,197.042,977.912,2033.89,199.505,382.626,519.445,613.79,42.5941,7.75827,9.59054,66.5295,20.7003,26.2055,31.0829,34.9101,5.733,20.5711,-63.0852,95.6652,43.2507,60.9368,77.2353,90.1679,-118.051,18.4091,-181.901,-14.454,44.7969,64.4829,82.9346,97.1249,109.071,19.3592,64.2002,178.359,18.2136,41.6473,57.7656,68.2625,-9.45293,84.7872,-171.279,151.183,199.094,226.766,239.027,247.01,6.92872,85.7503,-152.241,188.788,198.021,225.62,237.992,246.286,-41.0383,101.096,-211.378,121.256,226.53,254.666,265.123,270.791,-225.504,33.9324,-340.923,-140.194,44.7856,75.5574,101.487,119.465
2017-01-02 14:30:00,6.57,0.41,293.37,21.09,294.6,-1.25,166.45,6.42,-453.089,117.596,-824.437,-195.72,132.859,231.868,308.997,363.637,1274.03,196.823,835.505,1802.43,195.625,366.932,486.12,567.688,44.7467,7.51124,19.0914,69.2941,21.2272,25.4404,29.1326,32.1686,8.59227,17.7968,-53.4344,71.3625,44.3925,56.7389,67.0796,75.5697,-118.274,19.4791,-189.823,-46.1731,46.809,62.5247,76.2322,87.0056,96.3694,15.6916,59.2411,144.616,15.5602,30.8077,41.5996,49.1532,-8.78438,84.8471,-176.919,151.617,199.184,227.329,240.108,248.56,7.64008,85.7561,-155.009,186.57,200.124,228.048,240.793,249.533,-36.3359,100.849,-203.736,122.241,226.62,254.422,264.625,270.053,-212.489,36.1114,-306.887,-126.445,42.818,69.3783,90.7796,105.748
2017-01-02 14:40:00,6.3,0.36,283.82,21.09,293.61,-1.02,154.29,6.23,-440.859,121.055,-871.792,-239.19,125.303,225.17,306.631,363.946,1197.82,201.936,849.642,1888.8,179.201,356.751,496.72,594.303,43.4083,7.62051,-2.16796,67.8535,20.9471,27.7777,35.4332,41.4803,7.54454,18.8152,-51.7724,114.535,43.916,61.869,80.392,95.049,-115.613,19.5499,-174.705,6.93413,42.7993,66.3394,89.4587,106.231,90.3014,11.5816,64.2593,136.994,13.3496,25.2238,34.7733,41.5803,-8.62511,83.1176,-157.09,157.535,193.175,219.96,231.554,238.862,7.63049,83.9417,-141.154,168.202,193.219,219.85,231.328,238.566,-33.1632,101.201,-201.991,122.222,226.913,254.767,264.943,270.304,-203.082,39.7923,-370.175,-131.552,44.0221,82.9079,114.636,136.757
2017-01-02 15:00:00,6.2,0.45,285.65,18.59,286.9,-1.68,142.95,6.13,-508.794,146.212,-1041.21,-69.1693,182.329,343.751,469.658,558.088,1031.88,177.51,407.458,1686.03,222.334,441.908,613.307,732.268,44.4866,7.34943,12.16,69.0729,20.8179,26.8548,31.9068,35.7609,0.794157,17.6626,-63.7691,74.5903,43.0454,60.0567,73.7119,83.9451,-117.489,18.036,-174.728,-28.5522,44.3044,61.387,76.1283,87.3465,94.9836,15.079,18.3812,138.881,20.1197,44.5271,61.3848,72.4796,-9.36713,84.1774,-168.603,154.962,189.952,220.923,234.519,243.277,3.34809,85.1552,-154.461,165.998,190.662,221.084,234.077,242.244,-37.221,101.484,-200.763,129.029,220.161,252.579,264.724,271.277,-180.386,40.3203,-327.968,-68.0016,46.9097,90.2431,124.662,148.822
2017-01-02 16:10:00,3.88,0.31,264.52,16.32,264.79,-0.08,23.82,3.71,-171.668,84.2898,-495.243,20.7494,102.692,181.22,249.158,296.552,235.434,71.0775,71.871,461.014,89.5105,135.954,186.083,222.624,19.8542,6.82705,-1.44155,39.6104,13.4612,16.6606,20.1736,23.5663,3.87554,10.3081,-27.4769,38.389,26.3034,33.5741,38.6185,42.4612,-104.787,10.0139,-133.036,-63.8514,25.0873,32.6477,38.507,43.2977,29.9023,6.20059,11.4448,49.5741,9.0923,14.4592,19.3644,22.6863,-6.4611,74.3883,-126.407,118.007,157.902,185.629,196.417,202.417,2.42777,74.7472,-119.416,124.628,157.704,185.24,195.923,201.853,-7.04474,101.173,-162.194,142.754,208.381,243.942,257.143,264.043,-53.7017,17.9876,-134.293,-16.2189,26.5978,43.1693,58.6832,69.3648
2017-01-03 14:30:00,11.41,1.84,263.44,26.14,258.82,-0.04,701.89,10.73,-2622.45,310.244,-3890.7,-252.082,702.042,1310.98,1785.53,2113.24,1283.06,236.823,570.193,2223.15,505.631,682.668,852.805,986.727,-25.8842,23.5222,-115.76,56.3406,62.0594,78.0101,94.5159,107.112,-11.5647,57.1873,-228.395,210.061,129.63,179.025,224.094,257.302,-93.6672,57.4954,-284.484,213.165,138.983,199.533,254.657,294.619,285.614,44.7934,177.801,379.165,44.3778,83.1014,106.97,122.506,-15.3333,85.9354,-280.542,208.841,243.537,283.83,310.26,331.253,12.7807,87.4768,-267.33,281.645,248.005,293.025,325.503,352.429,-91.0959,106.193,-320.492,145.732,283.356,312.944,328.077,339.468,-440.625,55.8105,-682.501,-150.751,147.811,215.956,273.564,315.564
2017-01-03 14:40:00,12.21,1.51,262.17,26.11,261.84,0.81,785.67,11.19,-2624.62,341.631,-3957.91,-763.571,878.973,1315.96,1635.94,1879.3,1487.16,215.969,463.801,2220.16,600.849,773.553,919.117,1040.42,-23.4205,25.0339,-121.133,52.8096,60.9416,77.1541,94.5698,107.719,-17.2171,63.1854,-212.492,212.004,126.13,175.686,221.805,255.537,-81.5992,52.2199,-259.541,168.408,128.381,174.784,218.254,251.219,318.379,30.3651,219.616,393.379,40.0959,70.2843,91.324,105.241,-15.0551,80.8639,-281.55,209.866,231.318,273.209,302.063,324.736,12.0016,81.9938,-221.148,255.829,233.135,274.573,301.848,322.614,-92.8712,107.818,-341.284,142.462,295.735,328.162,345.487,358.492,-447.672,59.5148,-648.908,-168.014,159.874,220.885,267.07,300.242
2017-01-03 14:50:00,12.26,1.43,261.99,26.15,261.82,2.0,811.27,11.42,-2534.89,353.974,-3533.68,-804.391,808.768,1210.98,1489.09,1688.67,1468.74,203.923,662.655,2090.03,550.341,711.621,839.305,933.794,-25.7086,24.7804,-123.638,85.2839,67.2271,86.2334,106.806,123.199,-15.4555,61.574,-262.426,226.205,138.898,192.606,242.47,281.227,-76.7966,56.0182,-286.271,147.218,136.555,183.636,226.91,259.392,327.915,24.5779,238.718,382.613,37.1837,60.3918,76.7509,87.7395,-14.968,78.8884,-305.906,262.266,232.979,288.489,333.608,369.127,13.1143,79.9321,-278.043,314.738,234.112,287.872,331.972,368.581,-86.0481,108.037,-350.267,180.207,295.705,330.151,350.864,368.196,-432.527,64.9252,-651.789,-154.243,163.566,224.974,272.831,308.376
2017-01-03 15:00:00,12.31,1.53,263.75,26.14,261.84,1.8,793.23,11.61,-2521.95,374.164,-3511.89,-1081.0,811.415,1167.35,1394.38,1551.56,1470.9,214.071,619.107,2304.88,594.855,775.974,918.225,1031.95,-25.904,24.9827,-120.678,61.3889,69.1848,86.0329,103.414,116.465,-13.6658,59.3142,-234.649,203.04,140.06,189.431,233.941,266.716,-68.3075,59.2045,-258.418,147.528,143.387,187.756,225.482,253.24,321.124,32.182,223.499,378.578,38.5994,65.0069,83.6981,96.1938,-14.3802,75.0664,-270.287,242.681,223.404,271.138,306.027,333.481,13.0944,76.141,-238.763,251.789,224.539,269.098,299.497,322.907,-86.3759,107.616,-322.955,140.208,288.81,319.216,335.108,347.152,-430.818,69.6699,-624.13,-109.671,171.268,234.125,284.165,321.499
2017-01-03 15:10:00,12.01,1.49,265.37,26.13,265.21,2.82,826.03,11.56,-2368.7,425.257,-3778.07,-1030.98,921.263,1295.69,1550.7,1733.5,1603.18,279.143,688.763,2568.64,681.402,882.957,1048.0,1178.23,-15.5556,27.1754,-129.634,78.8211,75.4911,95.4251,114.128,128.178,-23.6592,64.6194,-278.378,237.054,154.601,211.158,260.74,298.812,-71.1458,67.3858,-276.031,298.767,161.052,231.91,295.894,342.26,335.168,17.6278,257.23,388.279,36.725,53.5235,67.5369,77.7062,-13.96,83.5932,-289.237,341.289,247.194,299.559,345.055,386.533,13.3154,83.09,-250.147,291.07,244.721,289.958,321.452,347.435,-82.1482,109.668,-349.691,159.409,291.49,323.228,340.913,355.497,-420.906,76.0473,-675.762,-65.0432,186.538,259.443,320.349,366.495
2017-01-03 15:20:00,11.35,1.16,263.13,26.04,263.39,-0.45,717.88,10.21,-2586.22,270.631,-3471.28,-899.211,660.595,1057.66,1340.46,1540.92,1529.23,268.848,790.306,2287.75,495.816,651.237,781.686,886.258,-17.3352,23.5761,-107.96,66.3222,60.2388,76.2059,92.8159,105.606,-14.6553,55.2964,-202.103,211.51,122.831,171.074,215.483,248.377,-78.1862,55.2197,-253.305,188.513,126.895,176.178,223.823,259.868,294.448,40.9962,157.937,375.912,43.5194,80.7571,107.03,125.873,-14.9354,77.0146,-257.607,212.628,221.47,262.56,291.375,314.564,11.4211,78.1951,-229.764,264.303,223.696,266.505,295.875,319.304,-97.046,107.017,-331.001,131.532,295.161,326.279,341.783,352.703,-452.126,51.3342,-636.863,-172.166,143.76,195.317,241.199,277.305
2017-01-03 15:30:00,11.66,1.36,260.04,26.09,260.83,0.05,755.33,10.42,-2684.48,306.268,-3708.61,-1264.83,829.109,1219.69,1452.07,1607.94,1444.15,189.976,791.75,2078.37,519.754,657.813,758.51,835.207,-28.9377,23.1069,-136.136,46.723,61.5077,78.898,97.0572,111.181,-5.03737,56.7952,-175.196,258.696,125.296,174.024,219.181,254.478,-60.6407,51.8391,-228.794,159.142,123.235,162.854,202.383,232.426,308.46,36.9982,199.835,377.684,38.494,70.6698,93.3642,108.311,-15.0971,67.3133,-234.004,221.185,198.916,239.284,269.753,294.981,11.4273,68.5023,-200.94,246.395,202.029,240.803,268.086,289.557,-96.9076,106.011,-321.359,126.91,287.268,316.551,330.747,340.775,-452.436,56.0296,-639.816,-215.716,155.365,204.563,241.276,268.545
2017-01-03 15:40:00,11.38,1.2,261.53,26.02,260.84,-0.18,760.95,10.35,-2717.49,282.258,-3714.65,-1342.16,747.075,1126.56,1359.37,1516.0,1449.74,187.193,651.304,2032.55,503.402,643.885,763.882,858.689,-26.2819,24.3634,-114.76,69.7087,62.2504,76.4549,93.3457,107.643,-10.5881,57.5029,-212.342,213.69,125.306,168.263,210.356,243.934,-72.9555,54.916,-264.505,160.516,130.82,175.128,216.953,249.571,311.149,30.7617,194.113,370.47,37.8884,65.8287,86.7622,101.845,-14.8291,74.8283,-257.349,221.824,218.086,261.407,290.857,313.603,10.8656,76.0921,-200.915,300.056,219.287,261.886,292.224,317.137,-100.11,106.14,-322.166,127.759,289.148,319.563,334.652,345.236,-458.814,53.0602,-614.516,-248.01,147.669,189.659,220.337,242.398
