time;ws70;ws44;ws18;wd70;wd41;ROT;PA;PO;NP;wsn;Azi;MxA1;MyA1;MxR;MyR;MzR;MTilt;MYaw;MzTT;MxTB;MyTB
0.58;9.0351;9.7235;9.9483;242.12;235.25;26.3;-0.49;661.8;249.28;5.3;130.03;-448.77;-147.21;-15.396;-65.387;278.94;-41.44;-42.2;-41.286;388.09;-3299.2
0.6;9.0351;9.7235;9.9483;242.12;239.9;26.3;-0.49;661.8;249.28;5.3;132.94;-433.63;-153.15;-14.416;-67.781;281.01;-44.268;-42.52;-41.429;378.91;-3321.8
0.62;8.9651;9.7235;9.9483;238.24;240.99;26.3;-0.49;661.8;249.28;5.3;135.85;-418.19;-156.71;-14.266;-63.033;281.27;-43.097;-36.775;-43.753;371.48;-3356.7
0.64;8.9651;9.7235;9.9483;238.24;240.99;26.3;-0.49;661.8;249.28;5.3;138.76;-409.05;-152.52;-17.104;-53.81;281.24;-40.444;-25.983;-47.27;362.4;-3374.3
0.66;8.9651;9.8346;9.9483;238.24;238.6;26.3;-0.49;663.8;249.28;6.7;142.64;-398.42;-143.72;-16.944;-45.994;280.35;-36.147;-18.131;-52.864;354.76;-3386.6
0.68;8.9651;9.8346;10.05;240.22;234.14;26.3;-0.49;663.8;249.28;6.7;145.55;-387.22;-133.92;-13.147;-36.15;277.06;-26.956;-13.108;-58.522;341.66;-3374.5
0.7;8.9651;9.8346;10.05;240.22;228.79;26.3;-0.49;663.8;249.28;6.7;148.46;-379.97;-124.25;-10.08;-30.476;272.72;-21.189;-10.908;-62.481;333.09;-3360.4
0.72;8.9651;9.8346;10.05;238.32;228.79;26.3;-0.57;666.4;249.28;6.7;152.34;-376.63;-112.27;-7.1869;-29.188;270.37;-19.261;-11.231;-62.61;323.19;-3346.1
0.74;8.9651;9.8346;10.05;238.32;224.01;26.3;-0.57;666.4;249.28;6.7;155.26;-375.64;-99.286;-4.1127;-31.748;271.31;-20.565;-14.166;-59.276;313.9;-3328.3
0.76;8.8772;9.8346;10.05;238.32;220.81;26.3;-0.57;666.4;249.28;6.7;158.17;-376.39;-88.024;-2.7758;-36.867;273.52;-25.277;-16.544;-54.837;305.85;-3328.5
0.78;8.8772;9.8346;10.05;238;220.81;26.3;-0.57;666.4;249.28;6.7;161.08;-378.96;-73.741;-0.057441;-46.47;275.3;-33.86;-21.497;-50.761;286.04;-3336.5
0.8;8.8772;9.7648;10.326;238;219.6;26.3;-0.57;666.4;249.28;6.7;164.96;-386.02;-57.133;6.2408;-57.02;276.61;-43.139;-28.565;-47.451;266.64;-3368.7
0.82;8.8772;9.7648;10.326;238.93;220.75;26.3;-0.57;666.4;249.28;6.7;167.87;-396.82;-39.801;9.5747;-62.14;279.13;-48.518;-30.969;-44.675;248.58;-3382.9
0.84;8.8772;9.7648;10.326;238.93;220.75;26.3;-0.57;666.4;249.28;6.7;170.78;-407.72;-24.813;10.252;-66.14;282.18;-53.765;-30.045;-43.87;228.66;-3391.8
0.86;8.8772;9.7648;10.326;238.93;223.59;26.3;-0.57;666.4;249.28;6.7;174.66;-411.62;-9.8182;11.031;-65.747;283.14;-55.16;-27.041;-44.544;213.9;-3366.4
0.88;8.8772;9.7648;10.326;240.91;227.29;26.3;-0.57;666.4;249.28;6.7;177.57;-409.38;2.037;12.26;-62.482;282.47;-53.079;-25.055;-47.23;211.12;-3335.5
0.9;9.0864;9.6194;10.668;240.91;230.95;26.3;-0.57;666.4;249.28;6.7;180.49;-409.82;9.8815;12.328;-60.732;282.58;-52.531;-22.284;-51.163;209.78;-3297
0.92;9.0864;9.6194;10.668;237.18;230.95;26.3;-0.57;666.4;249.28;6.7;183.4;-414.32;15.216;13.337;-60.213;284.41;-53.065;-20.591;-55.809;207.82;-3271.6
0.94;9.0864;9.6194;10.668;237.18;233.91;26.2;-0.57;670.5;249.28;8.1;187.28;-420.53;21.713;12.085;-61.46;286.8;-55.512;-15.632;-58.302;200.08;-3248.5
0.96;9.0864;9.6194;10.668;237.18;235.83;26.3;-0.57;672.9;249.28;8.1;190.19;-425.47;26.561;7.9932;-65.219;288.31;-59.538;-8.3252;-58.107;179.75;-3241.8
0.98;9.0864;9.6194;10.668;234.92;235.83;26.3;-0.57;672.9;249.28;8.1;193.1;-429.85;29.267;3.1628;-69.169;289.89;-63.03;0.098072;-57.29;154.36;-3249.1
1;9.0864;9.6194;10.668;234.92;236.56;26.3;-0.57;672.9;249.28;8.1;196.98;-433;30.928;-0.64433;-70.177;292.9;-63.012;8.3003;-57.55;132.69;-3250.2
1.02;9.3352;9.6194;11.035;238.62;235.85;26.3;-0.57;672.9;249.28;8.1;199.89;-434.86;33.206;-0.92319;-68.439;296;-60.762;11.285;-60.717;123.71;-3260.1
1.04;9.3352;9.6194;11.035;238.62;235.85;26.3;-0.57;672.9;249.28;8.1;202.8;-430.07;32.678;-1.4099;-61.949;296.57;-53.806;12.736;-64.922;128.77;-3249.1
1.06;9.3352;9.258;11.035;238.62;233.74;26.3;-0.57;672.9;249.28;8.1;205.71;-422.17;30.821;-4.6957;-52.883;294.25;-43.451;15.168;-68.853;151.37;-3239.8
1.08;9.3352;9.258;11.035;236.36;230.62;26.3;-0.57;672.9;249.28;8.1;209.6;-418.76;31.367;-7.1675;-47.793;291.99;-36.667;18.114;-72.151;172.73;-3213.2
1.1;9.3352;9.258;11.035;236.36;227.14;26.3;-0.57;672.9;249.28;8.1;212.51;-420.23;35.853;-8.6336;-45.854;290.13;-33.296;20.32;-74.018;194.5;-3190.1
1.12;9.3352;9.258;11.035;239.43;227.14;26.3;-0.57;672.9;249.28;8.1;215.42;-424.22;41.656;-10.413;-47.417;287.93;-32.632;24.318;-74.304;201.11;-3150.2
1.14;9.3352;9.258;11.227;239.43;224.09;26.3;-0.66;673.9;249.28;8.1;219.3;-426.23;48.794;-9.4164;-51.811;285.01;-35.075;28.189;-73.668;196.67;-3124.7
1.16;9.6745;9.258;11.227;239.43;222.47;26.3;-0.66;673.9;249.28;8.1;222.21;-423.31;58.395;-4.3012;-54.617;283.15;-38.963;27.641;-73.149;183.15;-3115.8
1.18;9.6745;9.258;11.227;235.83;222.47;26.4;-0.66;675.2;249.28;8.2;225.12;-418.47;66.666;1.9932;-55.293;284.29;-42.151;25.279;-72.63;177.48;-3121
1.2;9.6745;9.0086;11.227;235.83;222.04;26.4;-0.66;675.2;249.28;8.2;229;-413.66;72.037;8.6493;-51.726;287.21;-42.515;20.842;-72.085;175.72;-3145.8
1.22;9.6745;9.0086;11.227;234.98;222.87;26.4;-0.66;675.2;249.28;8.2;231.91;-410.91;77.263;17.483;-46.346;290.31;-44.335;13.056;-71.904;183.15;-3157.9
1.24;9.6745;9.0086;11.227;234.98;222.87;26.4;-0.66;675.2;249.28;8.2;234.82;-407.35;83.28;25.132;-37.466;292.02;-43.914;3.5737;-70.125;199.56;-3172.9
1.26;9.6745;9.0086;11.326;234.98;224.12;26.3;-0.75;679.8;249.28;9.8;237.74;-404.1;90.834;31.796;-30.504;292.88;-44.914;-3.7584;-66.31;204.92;-3163.8
1.28;9.9342;9.0086;11.326;231.63;225.41;26.3;-0.75;679.8;249.28;9.8;241.62;-405.82;100.22;34.831;-27.64;292.82;-46.088;-4.7557;-61.534;203.79;-3160.4
1.3;9.9342;9.0086;11.326;231.63;225.41;26.3;-0.75;679.8;249.28;9.8;244.53;-412.79;112.71;39.918;-24.562;291.03;-49.175;-7.5959;-57.576;184.91;-3139.6
1.32;9.9342;9.0086;11.326;231.14;226.53;26.3;-0.75;686.3;249.28;9.8;247.44;-419.89;124.72;45.61;-21.912;288.48;-53.395;-10.011;-54.862;173.55;-3131.9
1.34;9.9342;8.7028;11.326;231.14;227.22;26.3;-0.75;686.3;249.28;9.8;251.32;-424.21;131.6;50.118;-24.935;286.59;-59.277;-5.3313;-52.98;163.23;-3116.4
1.36;9.9342;8.7028;11.582;231.14;227.22;26.3;-0.75;686.3;249.28;9.8;254.23;-426.53;134.56;52.93;-31.996;286.79;-64.516;3.3705;-54.721;168.29;-3123.5
1.38;9.9342;8.7028;11.582;230.93;227.22;26.3;-0.75;686.3;249.28;9.8;257.14;-433.8;135.83;52.197;-39.236;288.88;-65.672;13.781;-58.795;185.22;-3132.3
1.4;9.9342;8.7028;11.582;230.93;226.87;26.3;-0.75;686.3;249.28;9.8;261.02;-445.91;135.18;52.93;-41.472;291.84;-65.808;20.207;-64.701;210.5;-3152.9
1.42;10.204;8.7028;11.582;230.85;225.95;26.3;-0.75;686.3;249.28;9.8;263.94;-458.41;133.71;52.536;-43.074;295.48;-64.592;25.17;-71.073;231.03;-3173.9
1.44;10.204;8.7028;11.582;230.85;225.95;26.3;-0.75;686.3;249.28;9.8;266.85;-463.91;133.55;51.924;-43.612;298.87;-62.691;29.028;-76.147;241.25;-3167.6
1.46;10.204;8.7028;11.582;230.85;224.46;26.3;-0.75;686.3;249.28;9.8;269.76;-473.3;134.04;53.134;-40.954;301.26;-62.141;29.433;-79.34;242.8;-3165.7
1.48;10.204;8.5525;11.052;231.54;223.2;26.3;-0.75;686.3;249.28;9.8;273.64;-486.7;131.18;58.022;-41.851;302.41;-64.901;34.43;-79.366;236.4;-3152.2
1.5;10.204;8.5525;11.052;231.54;223.2;26.3;-0.75;686.3;249.28;9.8;276.55;-495.42;125.15;61.727;-44.752;301.66;-66.647;40.738;-77.966;234.64;-3160.6
1.52;10.204;8.5525;11.052;230.99;222.72;26.3;-0.75;686.3;249.28;9.8;279.46;-498.29;118.16;63.536;-47.142;300.43;-66.069;46.618;-75.59;238.15;-3156.1
1.54;10.634;8.5525;11.052;230.99;223.68;26.3;-0.75;693.1;249.28;9.9;283.34;-498.47;109.95;61.808;-46.672;298.69;-61.132;50.243;-74.966;268.08;-3173.8
1.56;10.634;8.5525;11.052;230.99;225.71;26.3;-0.75;695.9;249.28;9.9;286.25;-498.29;101.12;54.475;-47.337;298.25;-51.193;52.388;-77.705;299.35;-3176
1.58;10.634;8.5525;11.052;230.73;225.71;26.3;-0.75;695.9;249.28;9.9;289.16;-499.27;95.248;45.633;-46.632;299.57;-40.112;51.942;-83.845;339.49;-3179.9
1.6;10.634;8.5525;10.431;230.73;228.14;26.3;-0.75;695.9;249.28;9.9;293.05;-501.22;93.546;35.491;-45.965;301.81;-27.128;50.615;-89.503;368.59;-3167.6
1.62;10.634;8.6774;10.431;227.51;230.36;26.3;-0.75;695.9;249.28;9.9;295.96;-500.98;91.807;26.752;-44.297;304.53;-17.032;47.126;-92.761;383.66;-3145.5
1.64;10.634;8.6774;10.431;227.51;230.36;26.3;-0.75;695.9;249.28;9.9;298.87;-503.78;89.487;19.24;-43.188;306.27;-8.2601;43.775;-92.839;385.82;-3136.5
1.66;10.921;8.6774;10.431;227.51;231.69;26.3;-0.75;695.9;249.28;9.9;302.75;-511.21;85.476;18.255;-42.271;307.65;-4.8531;42.957;-89.918;373.85;-3141.4
1.68;10.921;8.6774;10.431;228.19;231.89;26.3;-0.75;695.9;249.28;9.9;305.66;-516.98;81.791;18.889;-38.055;307.83;-5.4127;39.888;-85.558;356.1;-3176.4
1.7;10.921;8.6774;10.431;228.19;231.89;26.3;-0.75;695.9;249.28;9.9;308.57;-517.92;75.97;20.509;-32.393;305.99;-7.9203;36.36;-80.171;343.93;-3203.5
1.72;10.921;8.6774;10.746;228.44;231.22;26.4;-0.75;702.4;249.28;9.9;312.45;-516.06;72.932;20.234;-24.211;302.49;-10.302;30.226;-74.397;345.78;-3250.7
1.74;10.921;8.6774;10.746;228.44;229.94;26.4;-0.75;702.4;249.28;9.9;315.36;-514.32;71.757;21.585;-15.469;298.07;-15.534;25.03;-69.503;356.1;-3279.2
1.76;10.968;8.8248;10.746;228.44;228.39;26.4;-0.75;702.4;249.28;9.9;318.27;-512;73.051;25.526;-5.6583;295.28;-23.907;21.497;-67.556;379.74;-3310.7
1.78;10.968;8.8248;10.746;227.18;228.39;26.4;-0.85;709.3;249.28;9.1;321.19;-512.89;73.875;25.609;0.5317;293.86;-27.374;18.529;-68.153;401.2;-3316
1.8;10.968;8.8248;10.746;227.18;226.92;26.4;-0.85;709.3;249.28;9.1;325.07;-509.16;74.178;28.602;3.0952;293.42;-29.933;21.05;-70.113;426.59;-3323.3
1.82;10.968;8.8248;11.301;227.98;225.86;26.4;-0.85;709.3;249.28;9.1;327.98;-501.81;71.081;33.873;8.5437;292.99;-36.334;23.589;-73.475;435.36;-3338.9
1.84;10.968;8.8248;11.301;227.98;225.86;26.4;-0.85;709.3;249.28;9.1;330.89;-496.7;63.308;42.832;11.856;293.17;-42.768;31.085;-76.485;435.05;-3366
1.86;10.968;8.8248;11.301;227.98;225.38;26.5;-0.75;715.9;249.28;9.1;334.77;-497.26;53.375;50.987;12.432;295.13;-45.062;40.736;-78.509;431.33;-3405.8
1.88;10.921;8.8248;11.301;228.44;225.37;26.5;-0.75;715.9;249.28;9.1;337.68;-492.56;43.875;60.181;14.815;297.32;-49.159;50.145;-80.483;425.45;-3442.8
1.9;10.921;8.8248;11.301;228.44;225.37;26.5;-0.75;715.9;249.28;9.1;340.59;-485.49;33.705;62.495;15.502;298.38;-48.102;54.425;-82.988;433.91;-3488.8
1.92;10.921;9.0164;11.301;227.19;225.44;26.5;-0.75;723.7;249.28;19.6;344.47;-480.43;24.751;57.747;15.396;299.26;-42.614;53.12;-86.634;443.51;-3495.1
1.94;10.921;9.0164;11.118;227.19;226.21;26.5;-0.75;723.7;249.28;19.6;347.39;-482.04;17.447;53.236;15.508;300.65;-38.671;50.863;-89.01;463.74;-3502.3
1.96;10.921;9.0164;11.118;227.19;227.5;26.5;-0.75;723.7;249.28;19.6;350.3;-490.68;7.3537;50.585;9.445;302.63;-29.517;51.634;-90.256;470.65;-3469
1.98;10.921;9.0164;11.118;227.46;227.5;26.5;-0.75;723.7;249.28;19.6;354.18;-501.68;-6.9225;48.351;-1.8506;304.11;-14.443;53.259;-89.984;475.91;-3437.2
2;10.916;9.0164;11.118;227.46;229.01;26.5;-0.75;723.7;249.28;19.6;357.09;-510.08;-22.392;44.535;-13.276;304.7;0.086197;51.531;-89.282;460.64;-3413.3
2.02;10.916;9.0164;11.118;228.39;230.54;26.5;-0.75;723.7;249.28;19.6;0;-520.25;-36.561;43.84;-24.568;305.77;14.016;51.574;-89.465;446.81;-3408.6
2.04;10.916;9.0164;11.118;228.39;230.54;26.5;-0.75;723.7;249.28;19.6;3.8814;-531.05;-50.072;45.972;-35.621;307.16;28.52;52.681;-89.841;428.86;-3406.6
2.06;10.916;9.258;11.011;228.39;231.61;26.5;-0.75;723.7;249.28;19.6;6.7925;-533.65;-60.331;51.416;-38.745;308.39;34.535;56.456;-89.62;420.5;-3399.1
2.08;10.916;9.258;11.011;229.58;231.92;26.5;-0.75;723.7;249.28;19.6;9.7035;-531.34;-66.449;55.44;-37.849;307.59;36.859;58.722;-89.634;424.62;-3408.5
2.1;10.916;9.258;11.011;229.58;231.92;26.5;-0.75;723.7;249.28;19.6;13.585;-526.36;-71.801;60.05;-36.205;306.21;39.887;60.91;-90.944;434.94;-3409.5
2.12;10.945;9.258;11.011;229.59;231.95;26.5;-0.75;723.7;249.28;19.6;16.496;-522.95;-78.031;63.776;-29.361;305.72;37.045;63.914;-93.656;452.38;-3426.2
2.14;10.945;9.258;11.011;229.59;231.64;26.5;-0.75;731.3;249.28;9.6;19.407;-521.91;-84.724;64.832;-22.655;305.47;34.054;64.739;-95.992;453.42;-3427
2.16;10.945;9.258;11.011;229.59;231.64;26.5;-0.75;731.3;249.28;9.6;22.318;-522.86;-89.442;64.671;-17.07;305.22;31.942;64.519;-96.123;453;-3421.1
2.18;10.945;9.258;11.106;230.56;231.16;26.6;-0.75;740.1;249.28;9.6;26.199;-519.94;-94.978;64.715;-11.442;304.5;31.038;64.367;-94.409;432.16;-3402.6
2.2;10.945;9.418;11.106;230.56;230.62;26.6;-0.75;740.1;249.28;9.6;29.111;-517.17;-98.39;62.574;-4.4894;304.89;27.061;63.706;-92.618;413.69;-3399.2
2.22;11.146;9.418;11.106;231.24;230.22;26.6;-0.75;740.1;249.28;9.6;32.022;-515.87;-98.39;57.507;-1.9028;306.8;25.603;58.984;-91.074;397.48;-3396.5
2.24;11.146;9.418;11.106;231.24;230.22;26.6;-0.75;740.1;249.28;9.6;35.903;-512.37;-97.126;52.84;4.1755;308.65;21.912;56.352;-88.672;397.79;-3402.4
2.26;11.146;9.418;11.106;231.24;229.99;26.6;-0.75;747.9;249.28;11;38.814;-507.84;-97.915;47.707;14.832;309.06;13.063;57.017;-86.895;405.53;-3411.2
2.28;11.146;9.418;11.07;229.65;230.27;26.6;-0.75;747.9;249.28;11;41.725;-504.9;-101.29;41.772;27.176;308.03;2.5423;59.115;-86.531;425.55;-3403.3
2.3;11.146;9.418;11.07;229.65;230.27;26.6;-0.75;747.9;249.28;11;45.606;-501.77;-104.78;32.421;39.363;307.6;-8.7861;59.881;-88.646;442.06;-3405.5
2.32;11.866;9.5971;11.07;228.47;230.74;26.6;-0.75;747.9;249.28;11;48.518;-496.89;-111.63;20.057;49.919;307.47;-21.927;58.807;-91.151;451.97;-3400.2
2.34;11.866;9.5971;11.07;228.47;231.36;26.6;-0.75;747.9;249.28;11;51.429;-489.77;-119.73;11.718;56.36;306.96;-29.409;58.928;-92.527;454.86;-3405.4
2.36;11.866;9.5971;11.07;228.47;231.36;26.6;-0.75;747.9;249.28;11;55.31;-478.29;-125.58;10.885;59.297;306.48;-27.842;62.551;-92.358;441.24;-3397
2.38;11.866;9.5971;11.07;229.53;231.62;26.7;-0.75;753.3;249.28;11;58.221;-464.3;-128.46;18.755;67.053;307.19;-22.798;74.781;-92.748;426.59;-3407.3
2.4;11.866;9.5971;10.946;229.53;231.59;26.7;-0.75;753.3;249.28;11;61.132;-450.36;-132.06;28.235;74.551;309.97;-15.097;87.291;-96.421;403.88;-3406.5
2.42;12.219;9.5971;10.946;227.92;231.57;26.7;-0.75;753.3;249.28;11;65.013;-440.11;-136.51;37.175;76.461;313.44;-2.2705;94.129;-101.43;394.7;-3399.7
2.44;12.219;9.5971;10.946;227.92;231.57;26.7;-0.75;753.3;249.28;11;67.925;-430.78;-143.36;42.207;74.241;315.77;8.0088;94.349;-106.64;391.09;-3373.6
2.46;12.219;9.8911;10.946;227.92;231.71;26.7;-0.66;756.7;249.28;11;70.836;-424.07;-152.11;43.715;72.752;317.08;14.764;93.049;-110.04;388.92;-3333.4
2.48;12.219;9.8911;10.946;228.69;231.95;26.7;-0.66;756.7;249.28;11;74.717;-420.05;-162.11;43.91;72.729;318.08;21.219;91.879;-110.98;390.47;-3307.6
2.5;12.219;9.8911;10.946;228.69;231.95;26.7;-0.66;756.7;249.28;11;77.628;-419.15;-169.22;43.065;70.474;318.29;25.688;88.28;-108.62;389.64;-3288.8
2.52;12.219;9.8911;11.118;227.4;231.87;26.7;-0.66;767.2;249.28;9.6;80.539;-421.29;-173.79;43.785;62.145;316.59;32.79;78.935;-104.16;384.9;-3300.6
2.54;12.292;9.8911;11.118;227.4;231.5;26.7;-0.66;767.2;249.28;9.6;84.42;-423.38;-174.62;45.92;53.34;313.56;41.644;68.213;-96.98;372.41;-3312.9
2.56;12.292;9.8911;11.118;227.4;231.5;26.7;-0.66;767.2;249.28;9.6;87.332;-426.01;-170.79;48.04;48.138;311.9;47.772;61.094;-88.503;362.5;-3336.1
2.58;12.292;9.9339;11.118;225.52;231.13;26.7;-0.66;767.2;249.28;9.6;90.243;-426.45;-162.97;46.106;44.498;311.81;49.129;54.827;-82.105;349.19;-3333.1
2.6;12.292;9.9339;11.408;225.52;230.85;26.7;-0.66;767.2;249.28;9.6;93.154;-429.51;-157.94;43.073;43.597;312.42;48.832;51.31;-78.626;344.75;-3317.8
2.62;12.329;9.9339;11.408;223.93;230.4;26.7;-0.66;767.2;249.28;9.6;97.035;-429.71;-156.18;39.439;42.763;312.95;48.521;47.24;-78.718;350.84;-3284
2.64;12.329;9.9339;11.408;223.93;230.4;26.7;-0.66;767.2;249.28;9.6;99.946;-427.47;-155.25;36.884;42.653;314.18;48.305;44.866;-82.443;368.69;-3252.4
2.66;12.329;9.9339;11.408;223.93;230.35;26.7;-0.66;767.2;249.28;9.6;102.86;-422.67;-151.12;37.103;48.758;316.76;51.668;48.355;-88.439;388.4;-3238.7
2.68;12.329;9.9339;11.408;222.7;230.35;26.7;-0.66;767.2;249.28;9.6;106.74;-418.22;-144.86;35.913;59.236;319.08;55.953;55.231;-95.799;407.7;-3238.3
2.7;12.329;9.9339;11.408;222.7;230.35;26.7;-0.66;767.2;249.28;9.6;109.65;-409.95;-135.39;37.504;67.808;319.7;62.516;60.151;-101.98;416.58;-3251.1
2.72;12.329;9.7052;11.628;222.12;230.35;26.7;-0.66;767.2;249.28;9.6;112.56;-396.77;-123.42;42.913;77.755;318.42;73.772;64.621;-104.07;414.51;-3246.5
2.74;12.649;9.7052;11.628;222.12;230.41;26.7;-0.66;773.1;249.28;13.7;116.44;-384.83;-111.7;46.557;87.283;317.36;84.969;66.906;-103.86;411.21;-3251.6
2.76;12.649;9.7052;11.628;222.12;230.41;26.7;-0.57;784.6;249.28;13.7;119.35;-379.54;-103.8;44.104;91.143;317.68;87.685;67.042;-101.4;400.37;-3252.8
2.78;12.649;9.7052;11.628;222.26;231.08;26.7;-0.57;784.6;249.28;13.7;122.26;-376.94;-100.68;40.995;93.839;318.44;89.509;66.347;-97.123;404.5;-3249.6
2.8;12.649;9.7052;11.628;222.26;232.09;26.7;-0.57;784.6;249.28;13.7;126.15;-373.23;-102.98;39.739;91.588;319.19;91.535;58.894;-94.565;410.07;-3230.7
2.82;11.97;9.5704;11.809;221.73;233.57;26.7;-0.57;784.6;249.28;13.7;129.06;-369.05;-106.73;36.33;84.859;320.72;87.758;50.607;-93.201;422.25;-3227.8
2.84;11.97;9.5704;11.809;221.73;233.57;26.7;-0.57;784.6;249.28;13.7;131.97;-368.65;-107.46;32.873;79.27;322.96;84.055;43.795;-92.087;435.46;-3245.6
2.86;11.97;9.5704;11.809;221.73;235.27;26.7;-0.49;788.9;249.28;13.9;135.85;-369.84;-103.96;26.611;76.746;325.1;80.475;40.292;-89.918;447.74;-3275.6
