time;ws70;ws44;ws18;wd70;wd41;ROT;PA;PO;NP;wsn;Azi;MxA1;MyA1;MxR;MyR;MzR;MTilt;MYaw;MzTT;MxTB;MyTB
0.057143;4.3144;4.1978;4.3656;234.31;252.15;16.5;-0.66;66;232.33;3.6;80.539;-85.83;-145.92;-144.78;27.108;54.316;-142.31;0.65885;-13.655;-415.99;-685.41
0.085714;4.1379;4.1978;4.3656;235.95;251.95;16.5;-0.66;66;232.32;3.6;83.45;-83.055;-147.89;-143.3;25.415;53.504;-140.32;6.4952;-15.055;-401.85;-686.94
0.11429;4.1379;4.1978;4.3656;235.95;251.48;16.5;-0.66;66;232.31;3.6;86.361;-80.935;-151.48;-140.95;22.403;53.771;-137.08;10.944;-17.172;-398.86;-690.53
0.14286;4.1379;4.1978;4.3656;236.75;251.51;16.5;-0.66;65.6;232.29;2.7;88.302;-78.975;-155.13;-134.41;19.112;54.428;-129.79;12.967;-18.924;-392.05;-688.18
0.17143;4.1379;4.1978;4.3656;234.77;251.04;16.5;-0.66;65.6;232.29;2.7;91.213;-77.81;-158.15;-128.79;14.628;55.296;-123.12;15.346;-20.053;-390.61;-679.28
0.2;4.1379;4.1978;4.3656;234.77;250.88;16.5;-0.66;65.6;232.28;2.7;94.124;-76.466;-159.83;-120.91;11.581;55.438;-114.3;18.529;-21.001;-379.05;-662.5
0.22857;4.1379;4.1978;4.3656;236.79;250.84;16.5;-0.66;66;232.26;2.7;97.035;-78.459;-161.18;-115.16;5.8338;55.736;-107.77;18.276;-21.689;-371.1;-646.85
0.25714;4.1379;4.2725;4.3656;236.79;250.84;16.5;-0.66;66;232.25;2.7;99.946;-77.199;-161.36;-108.8;0.97658;55.454;-100.86;18.245;-21.286;-359.44;-628.54
0.28571;4.1379;4.2725;4.3656;233.62;250.84;16.6;-0.66;66.2;232.24;2.7;102.86;-74.38;-160.99;-104.88;-5.5661;55.528;-96.928;16.281;-20.701;-357.58;-611.55
0.31429;4.1379;4.2725;4.2505;233.62;250.84;16.6;-0.66;66.2;232.22;2.7;105.77;-70.605;-158.6;-100.4;-9.1848;55.776;-92.322;16.732;-19.429;-358;-598.86
0.34286;4.1379;4.2725;4.2505;234.38;250.84;16.6;-0.66;66.2;232.21;2.7;108.68;-70.416;-154.36;-96.862;-15.941;56.446;-89.631;13.97;-18.522;-364.09;-587.51
0.37143;4.1379;4.2725;4.2505;235.25;250.84;16.6;-0.66;66.2;232.2;2.7;111.59;-69.028;-149.32;-95.017;-19.959;56.322;-88.254;14.118;-16.977;-361.51;-567.56
0.4;4.0341;4.2725;4.2505;235.25;250.84;16.6;-0.66;66.2;232.18;2.7;114.5;-70.55;-143.68;-95.161;-26.226;56.129;-89.743;12.758;-16.9;-362.64;-542.09
0.42857;4.0341;4.2725;4.2505;233.93;250.84;16.6;-0.66;66.2;232.17;2.7;117.41;-70.394;-138.97;-96.541;-29.662;55.658;-91.606;14.69;-16.743;-360.27;-521.84
0.45714;4.0341;4.2725;4.2505;233.93;250.84;16.6;-0.66;66.2;232.16;2.7;119.35;-70.627;-134.66;-95.46;-35.846;54.778;-92.716;11.729;-17.353;-361.71;-503.93
0.48571;4.0341;4.2725;4.2505;233.01;250.78;16.6;-0.66;66.2;232.15;2.7;122.26;-69.523;-130.35;-95.471;-39.342;54.143;-93.661;13.346;-16.458;-365.94;-492.07
0.51429;4.0341;4.2725;4.2505;233.01;250.83;16.6;-0.66;66.4;232.14;2.3;125.18;-72.209;-126.38;-94.602;-45.753;54.121;-95.427;12.146;-16.393;-368.11;-478.67
0.54286;4.0341;4.2725;4.2505;237.82;250.74;16.5;-0.66;66.4;232.13;2.3;128.09;-74.041;-124.03;-95.542;-50.838;54.443;-98.31;13.286;-15.783;-373.17;-461.89
0.57143;4.0341;4.3561;4.2505;235.3;250.58;16.5;-0.66;66.4;232.11;2.3;131;-75.573;-122.87;-93.143;-57.496;54.849;-99.587;11.497;-16.393;-371.41;-440.82
