"name","Cup116m_Mean","Cup116m_Stdv","Cup116m_Min","Cup116m_Max","Cup114m_Mean","Cup114m_Stdv","Cup114m_Min","Cup114m_Max","Cup100m_Mean","Cup100m_Stdv","Cup100m_Min","Cup100m_Max","Vane100m_Mean","Vane100m_Stdv","Vane100m_Min","Vane100m_Max","Temp100m_Mean","Temp100m_Stdv","Temp100m_Min","Temp100m_Max","Sonic100m_Scalar_Mean","Sonic100m_Scalar_Stdv","Sonic100m_Scalar_Min","Sonic100m_Scalar_Max","Sonic100m_Dir","Sonic100m_Vector_Mean","Spd","Spd_stdv","Spd_min","Spd_max","Dir","Dir_stdv","W","W_stdv","Available","CNR","Broad"
"201509071100","2.29737","0.436317","1.01853","3.19492","2.29027","0.485124","0.857926","3.26162","2.26154","0.483488","1.00128","3.26945","46.9013","13.9161","2.23885","91.5513","15.8337","0.0381676","15.7785","15.9235","1.92972","0.563698","0.21095","3.36719","43.9598","1.86947",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071110","2.33373","1.14269","0.540292","6.16171","2.02599","0.857467","0.522059","5.41615","2.08581","0.905685","0.533329","4.8152","44.0961","25.1249","0.0894073","359.864","16.1049","0.0949355","15.8548","16.2347","1.75082","1.0916","0.05","5.0572","37.0003","1.52537",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071120","2.6568","0.516193","1.16156","4.43188","2.19485","0.629905","0.861483","3.67092","2.30559","0.452007","1.20883","3.75792","19.7781","18.9174","0.0310577","359.942","16.1648","0.0836284","16.0228","16.3059","2.14747","0.506298","0.355106","3.64516","17.6176","2.04087",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071130","2.19811","0.616147","0.622069","3.82984","2.15986","0.64486","0.522059","3.75443","2.1293","0.554329","0.533329","3.75728","343.449","27.8901","0.149588","359.957","16.2069","0.0958357","16.0226","16.3393","1.73208","0.553829","0.1","3.47938","336.686","1.6187",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071140","2.81388","0.951594","1.13844","7.15864","2.70615","1.02404","0.950788","6.85117","2.73136","1.01201","1.22396","6.60884","349.383","26.3227","0.185782","359.937","16.0705","0.196623","15.6183","16.324","2.55395","1.00423","0.674463","6.61127","340.617","2.33016",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071150","3.99099","0.955631","2.09171","8.5663","3.74567","1.17489","1.14016","8.74007","3.89981","1.02025","1.77943","7.99771","339.182","24.7019","0.495032","359.905","15.7859","0.17623","15.4419","16.0005","3.73183","0.996548","1.43656","8.37499","335.62","3.35132",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071200","4.70102","0.573233","3.39618","6.73112","4.7697","0.59408","3.40918","6.58769","4.86354","0.532691","3.5069","6.51519","316.031","8.17832","292.459","345.705","15.3056","0.0689763","15.2307","15.481","4.59521","0.539484","2.95195","6.45232","312.058","4.54453",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071210","4.728","0.601856","2.97869","6.57823","4.76151","0.596246","2.69363","6.26177","4.85725","0.556953","3.05801","6.49719","318.651","7.71651","289.73","347.324","15.2523","0.0544663","15.1615","15.3434","4.53857","0.56445","2.72809","6.66217","314.672","4.49708",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071220","5.32434","0.627634","3.69354","7.31055","5.38914","0.630209","3.70754","7.3116","5.43023","0.599738","3.96589","7.32849","315.786","6.86436","297.503","341.03","15.0942","0.0731071","15.0043","15.2261","5.13984","0.619257","3.51605","7.2892","311.974","5.1038",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071230","4.97185","0.433415","3.82918","6.32496","5.03128","0.429342","3.86416","6.53466","5.06617","0.443898","3.97156","6.59441","313.73","7.03554","288.03","339.172","15.0633","0.0733552","14.97","15.2443","4.80036","0.500832","3.19132","6.76859","309.693","4.76045",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071240","4.68291","0.432278","3.28703","6.62562","4.72327","0.433252","3.21179","6.56107","4.80928","0.438565","3.31655","6.37786","312.957","5.48465","292.329","335.25","15.0789","0.052436","15.0079","15.1924","4.53516","0.48774","2.91204","6.49223","308.398","4.51227",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071250","4.68945","0.45337","3.7347","6.53557","4.70766","0.435769","3.61215","6.44689","4.71935","0.391085","3.64721","6.0924","311.954","4.50827","291.858","328.425","15.1502","0.0764146","15.0472","15.3589","4.42669","0.408389","2.15232","5.86366","306.868","4.40934",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071300","4.60833","0.59145","2.88078","6.10688","4.66542","0.583755","2.9399","6.35962","4.73606","0.53739","3.47614","6.17198","312.317","6.85843","285.947","338.336","15.1841","0.0756473","15.0817","15.3415","4.50023","0.583053","2.60601","6.50358","308.545","4.46601",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071310","4.75068","0.473592","3.65571","6.46771","4.7863","0.479606","3.55874","6.5286","4.86049","0.523793","3.5327","6.61918","314.637","6.58227","295.86","335.847","15.2661","0.0517852","15.2063","15.451","4.54901","0.602558","2.44043","6.4026","311.551","4.5205",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071320","4.78386","0.39616","3.76796","6.0342","4.83076","0.396485","3.81827","6.31972","4.9371","0.472277","3.05437","6.35682","310.013","6.97721","273.939","338.464","15.183","0.0877074","15.0955","15.4508","4.695","0.472201","2.65339","6.17936","305.762","4.65955",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071330","4.87063","0.512346","3.46402","6.43433","4.88831","0.499626","3.55198","6.53871","4.97128","0.481264","3.76487","7.06963","310.707","5.65129","284.029","332.673","15.1413","0.0412091","15.0611","15.2299","4.68013","0.533735","2.70963","7.35882","307.151","4.65657",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071340","5.10169","0.386488","4.01323","6.18861","5.12189","0.384651","3.96308","6.42728","5.10645","0.37844","3.7118","6.26669","310.107","6.19958","289.668","332.957","15.1209","0.0494182","15.0613","15.2444","4.8503","0.452969","2.71312","6.62034","306.22","4.81948",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071350","4.57282","0.433429","3.40278","6.39358","4.59236","0.42647","3.44043","6.44296","4.63052","0.458766","3.21876","6.53128","309.255","7.16263","282.976","329.876","15.1737","0.0431135","15.0764","15.2444","4.38458","0.473391","2.56223","6.97338","305.461","4.34957",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071400","4.86144","0.453964","3.5842","6.02227","4.89288","0.445825","3.73052","6.07688","4.96457","0.45927","3.64603","6.51119","309.405","5.45688","285.655","331.222","15.1535","0.0579569","15.0421","15.2711","4.71097","0.507731","2.84253","6.4766","305.029","4.68613",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071410","4.60443","0.471668","3.43311","6.09116","4.59705","0.462389","3.52185","5.88175","4.60609","0.455186","3.30452","6.06807","305.818","6.76932","284.591","328.275","15.2008","0.0510807","15.0953","15.3192","4.40425","0.534722","2.32725","6.47964","301.37","4.37114",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071420","4.6061","0.376854","3.30844","5.77464","4.62643","0.400793","3.26491","5.75925","4.70451","0.434495","3.56173","6.199","305.786","6.43081","264.868","337.436","15.1655","0.0460532","15.0758","15.2292","4.48031","0.444489","2.95655","6.51169","301.148","4.44758",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071430","4.18238","0.546991","2.79827","6.04791","4.17218","0.545251","2.83774","5.90461","4.17048","0.581255","2.58579","6.58209","309.836","9.1002","279.392","335.54","15.308","0.0554458","15.1681","15.3932","3.93959","0.601283","1.79611","5.93802","306.085","3.88831",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071440","4.23768","0.474742","2.76636","5.39825","4.24578","0.469582","2.75596","5.52665","4.16615","0.449551","2.71927","5.52506","306.607","8.71125","272.584","331.556","15.3484","0.0980245","15.228","15.5759","3.97333","0.51958","2.20601","5.97054","302.319","3.92046",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071450","4.12001","0.377347","3.22137","5.39013","4.11938","0.382751","2.45487","5.25813","4.04232","0.395568","2.73986","5.3159","308.705","6.74617","285.689","339.451","15.2224","0.0299774","15.1681","15.298","3.80851","0.423032","2.01884","5.06401","303.024","3.78046",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071500","4.23195","0.422712","2.92407","5.95498","4.26827","0.406975","3.07453","5.37943","4.2775","0.400903","2.92764","5.44654","305.858","6.74395","287.615","330.974","15.2784","0.0687484","15.1872","15.4506","3.99975","0.454476","2.49722","5.53347","300.865","3.9665",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071510","4.29825","0.390434","3.16022","5.57185","4.28693","0.412965","3.22776","5.83179","4.26443","0.43046","2.83844","5.53933","303.178","5.86778","282.402","326.59","15.2226","0.0655472","15.1348","15.3394","4.01014","0.466644","2.21054","5.88766","298.026","3.98652",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071520","4.1124","0.38098","3.07062","5.30776","4.11006","0.381674","2.69674","5.10217","4.12574","0.368659","3.18827","5.30542","304.526","5.96132","283.323","324.203","15.1668","0.0597829","15.0715","15.2828","3.9075","0.459356","2.11102","5.24704","299.519","3.88487",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071530","4.12457","0.352768","3.1733","5.2445","4.15017","0.346864","3.13874","5.14855","4.1221","0.349343","2.91808","4.90773","303.435","6.41503","282.225","324.741","15.1302","0.0251384","15.0802","15.2071","3.96019","0.37236","2.55163","5.30588","298.025","3.93319",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071540","3.86853","0.367518","2.53315","5.24961","3.89706","0.365403","2.73527","5.20211","3.87829","0.466604","2.20026","5.3015","304.65","7.46382","277.022","333.372","15.2254","0.0922635","15.0766","15.3396","3.6088","0.578673","1.09124","5.88847","299.664","3.57813",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071550","3.72176","0.378303","2.85443","4.94599","3.71491","0.386825","2.72377","5.15472","3.71972","0.387704","2.57125","4.82054","300.354","6.46005","275.079","317.168","15.2244","0.0210302","15.1872","15.2826","3.58133","0.424955","1.81276","5.09825","294.642","3.55901",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071600","3.44201","0.317254","2.51906","4.85534","3.45479","0.323399","2.45867","4.54428","3.52472","0.292705","2.51194","4.57936","299.961","6.98556","263.107","324.606","15.2217","0.0495984","15.1414","15.3207","3.36666","0.351477","1.449","4.58743","294.737","3.34055",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071610","3.65806","0.384333","2.49267","4.77228","3.67224","0.380008","2.481","4.55569","3.67316","0.439546","1.84215","4.55549","304.227","4.94459","281.801","329.724","15.1803","0.0560295","15.0957","15.2727","3.48216","0.458513","1.42902","4.49722","298.118","3.46876",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071620","3.65924","0.266484","2.74894","4.48074","3.66952","0.287741","2.28916","4.44603","3.68701","0.363593","2.62265","4.96734","303.597","4.49998","284.018","328.152","15.1127","0.0287535","15.0764","15.18","3.50101","0.349087","2.11549","4.70443","297.876","3.48955",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071630","3.48412","0.373443","2.38264","4.79963","3.48131","0.36255","2.3122","4.55855","3.45096","0.373259","2.5295","4.37968","300.325","7.30534","274.146","325.221","15.215","0.0457851","15.092","15.271","3.18079","0.516291","1.40769","4.70591","295.885","3.15297",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071640","3.60991","0.254138","2.71606","4.34088","3.63052","0.244636","2.65485","4.27649","3.70551","0.249078","2.8558","4.77081","296.017","5.89539","270.497","315.925","15.0751","0.0425226","15.0329","15.2265","3.59995","0.280496","2.6616","4.78132","290.494","3.57835",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071650","3.45394","0.425918","2.33601","4.48257","3.45108","0.416911","2.37787","4.41546","3.46846","0.460983","2.4715","4.43368","294.608","5.73877","261.987","313.26","15.1556","0.0383939","15.0842","15.2332","3.34956","0.482444","1.63371","4.64883","289.814","3.33467",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071700","4.01496","0.261313","3.32628","4.63834","4.01164","0.271088","3.24529","4.71175","4.02291","0.250553","3.28168","4.63281","298.019","3.72984","286.074","308.966","15.0391","0.0274552","15.0118","15.1224","3.92258","0.262647","2.97379","4.85433","292.513","3.91302",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071710","3.91336","0.395521","2.92627","4.97435","3.88893","0.396864","2.93915","5.08531","3.90153","0.41625","2.78903","4.83341","293.27","5.74427","275.438","312.488","15.0747","0.0231517","15.0142","15.1292","3.82999","0.415338","2.65211","4.88943","288.776","3.81239",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071720","3.81431","0.25176","3.00256","4.74629","3.82154","0.255022","3.02739","4.80152","3.83738","0.250408","2.98955","4.47077","295.542","4.35624","279.821","317.029","15.0739","0.0219162","15.036","15.1294","3.74386","0.272379","2.67329","4.43483","290.324","3.73177",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071730","3.9658","0.273833","2.83853","4.84021","3.9493","0.269436","2.74105","4.70154","3.89411","0.288841","3.08421","4.67052","287.907","7.30909","263.591","308.409","15.0848","0.0115015","15.0684","15.1043","3.85068","0.296094","2.55331","4.64711","282.634","3.82154",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071740","3.43034","0.376785","2.40173","4.43009","3.41617","0.382341","2.23588","4.50574","3.40176","0.397047","2.30268","4.36835","288.161","6.82608","271.472","306.404","15.059","0.0165743","15.0293","15.0842","3.30848","0.410956","2.03531","4.27735","282.908","3.28524",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071750","3.78517","0.372866","2.87159","4.65118","3.77538","0.373436","2.78098","4.54049","3.80679","0.377992","2.97533","4.58224","288.16","5.63465","274.853","302.844","15.012","0.00833861","14.9774","15.0367","3.76795","0.384342","2.75545","4.70588","283.174","3.74855",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071800","4.15324","0.268428","3.39567","5.147","4.13218","0.26556","3.31266","4.93746","4.15672","0.257056","3.29544","5.018","289.163","5.87923","273.607","302.602","14.9777","0.0154738","14.9444","14.9982","4.11156","0.267171","3.12218","5.25639","284.116","4.09132",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071810","4.13678","0.343481","3.33551","5.17164","4.11408","0.340362","3.26022","5.06141","4.12341","0.323263","3.23745","4.79819","287.48","4.33067","275.311","305.318","14.9041","0.0224645","14.8704","14.9584","4.11965","0.33838","3.04007","4.97684","282.57","4.10689",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071820","4.02789","0.237831","3.45821","4.72777","3.99406","0.252763","3.37955","4.7437","4.00474","0.299491","3.22239","4.72318","288.417","3.99669","275.04","305.092","14.8489","0.0123368","14.8325","14.8933","3.96802","0.30635","2.97484","4.73942","283.154","3.95792",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071830","4.20861","0.316567","3.36704","5.0123","4.18253","0.314192","3.32924","5.04246","4.20034","0.356688","3.2462","4.94242","291.921","4.73107","275.791","307.818","14.8356","0.0158192","14.7911","14.8706","4.19506","0.359098","3.11713","5.11635","287.234","4.17866",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071840","4.82303","0.345794","3.78963","5.6721","4.83589","0.35143","3.74369","5.57857","4.8406","0.383172","3.5533","5.571","295.889","4.6091","283.29","308.634","14.7278","0.0380387","14.6486","14.8012","4.77863","0.391416","3.27024","5.64841","291.141","4.76252",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071850","4.89992","0.334968","3.90347","6.23216","4.89328","0.345965","4.01057","6.15267","4.93469","0.364988","3.97298","6.18636","295.025","5.3814","277.134","307.862","14.6373","0.0146031","14.6125","14.6757","4.9051","0.3962","3.77809","6.24552","290.071","4.88373",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071900","5.70366","0.401662","4.34344","6.90285","5.73416","0.407403","4.43339","6.98081","5.75862","0.428025","4.42473","7.00142","298.727","4.14464","286.839","309.704","14.5239","0.0608074","14.405","14.6608","5.68285","0.415201","4.28616","7.00261","294.669","5.66772",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071910","5.93186","0.343022","4.66011","6.86465","5.95518","0.353543","4.71483","6.88706","6.0161","0.312475","5.05908","7.14649","301.789","4.14473","285.523","313.185","14.3382","0.0769299","14.2145","14.4787","5.93149","0.348224","4.79654","7.16706","297.662","5.91457",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071920","6.13748","0.418154","5.08408","7.17574","6.18542","0.423936","4.87398","7.29379","6.22347","0.409155","5.28329","7.28526","306.676","4.19734","292.339","315.957","14.238","0.0465866","14.1054","14.31","6.0693","0.403785","4.91024","7.30428","302.676","6.05275",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071930","5.83459","0.415058","4.89581","6.96443","5.88118","0.430896","4.94877","6.99941","5.88082","0.43556","4.91775","6.95977","310.76","3.22723","300.955","320.526","14.1425","0.0279188","14.0731","14.1826","5.69636","0.426089","4.61004","7.02926","306.957","5.68739",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071940","6.16104","0.382013","5.25985","6.97827","6.20848","0.391412","5.28531","7.174","6.20267","0.431801","5.20795","7.17822","312.139","3.26526","301.739","320.567","14.1078","0.0252058","14.0663","14.1645","5.99891","0.418191","4.93997","7.15087","308.45","5.98933",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509071950","6.23372","0.357914","5.29342","7.27762","6.25909","0.359188","5.27104","7.47607","6.20836","0.350745","5.16307","7.24255","316.722","3.84928","302.907","328.1","14.0864","0.0235465","14.0505","14.1458","5.95842","0.339167","4.73261","7.20069","312.94","5.94477",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072000","5.82992","0.379409","4.99728","6.9119","5.87592","0.396345","5.05429","7.00875","5.87707","0.424446","4.92221","7.04595","314.73","3.90995","302.611","326.01","14.0653","0.0284537","14.0338","14.1189","5.65023","0.385091","4.71858","6.78166","310.994","5.63642",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072010","5.40263","0.289409","4.62264","6.33251","5.44367","0.296173","4.72098","6.19583","5.42335","0.321972","4.53658","6.26114","318.168","3.83783","308.817","329.979","14.0965","0.0364117","14.0043","14.1557","5.17794","0.338937","4.1632","6.14024","314.046","5.16784",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072020","5.49606","0.258106","4.68311","6.2597","5.54205","0.258469","4.67723","6.26733","5.48776","0.278076","4.73242","6.18456","319.251","4.13963","309.068","332.849","14.0983","0.0274463","14.0041","14.1569","5.25766","0.271032","4.45513","6.07474","315.269","5.24412",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072030","5.50151","0.385293","4.70837","6.60287","5.52916","0.388143","4.69544","6.51449","5.51461","0.386197","4.50296","6.58414","318.722","3.20639","306.809","329.27","14.1517","0.0283846","14.0848","14.1948","5.28894","0.37668","4.1769","6.40125","314.773","5.28143",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072040","6.06416","0.33542","5.16422","7.17574","6.1122","0.354563","5.24657","7.57901","6.09333","0.341489","5.24342","7.66905","315.49","3.87486","302.007","325.577","14.1705","0.0284145","14.1269","14.2389","5.85954","0.346853","4.86733","7.1514","311.751","5.84696",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072050","5.9713","0.384685","4.6413","6.93008","5.99634","0.377367","4.7719","6.8223","5.9244","0.363125","4.87355","6.76548","313.027","3.70648","300.547","325.859","14.2199","0.053699","14.1437","14.311","5.70046","0.382323","4.49107","6.67115","309.202","5.68978",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072100","6.31038","0.51783","4.63441","7.71693","6.34916","0.526714","4.74267","7.68774","6.25983","0.533962","4.6876","7.62991","311.536","2.58311","298.911","320.456","14.2706","0.021674","14.2328","14.311","6.06142","0.508753","4.37233","7.46555","307.882","6.05513",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072110","6.53758","0.448269","5.38296","7.71413","6.57143","0.444235","5.49757","7.81142","6.55524","0.457803","5.34894","7.7977","311.495","4.15843","296.557","320.363","14.2862","0.0176379","14.2519","14.3247","6.35698","0.407554","5.03135","7.54008","308.085","6.33991",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072120","6.52764","0.430483","5.29082","7.79748","6.579","0.445199","5.15225","7.80557","6.55016","0.464033","5.24725","7.7572","308.945","4.1724","293.861","324.52","14.337","0.0240543","14.287","14.4046","6.38994","0.450486","4.88762","7.72894","305.5","6.37271",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072130","6.77938","0.443343","5.5488","7.92461","6.82046","0.453663","5.70226","8.17284","6.78384","0.432152","5.68791","7.88597","313.949","3.66361","299.744","324.338","14.3707","0.0590976","14.3249","14.512","6.54002","0.418459","5.45554","7.71462","310.389","6.52701",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072140","6.45903","0.490287","5.19777","8.40027","6.49979","0.502222","5.14117","8.54924","6.52102","0.488353","5.27681","8.58788","311.744","3.06839","301.871","322.992","14.513","0.0381256","14.4369","14.5693","6.29459","0.472826","5.18293","8.44278","308.224","6.28604",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072150","7.64553","0.722454","4.95503","9.2831","7.71382","0.731862","4.98765","9.3477","7.67757","0.657989","5.41496","8.99335","317.758","4.51833","301.153","331.064","14.6046","0.028502","14.5389","14.6665","7.36198","0.640494","4.85077","8.92911","314.513","7.34056",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072200","8.48026","0.355536","7.2425","9.50053","8.58584","0.366277","7.2284","9.71715","8.60496","0.337079","7.5447","9.47477","317.624","2.13915","310.628","328.543","14.5799","0.0233576","14.5113","14.6238","8.24163","0.331484","7.12535","9.41162","314.298","8.23605",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072210","8.9183","0.266343","8.16648","9.83997","9.03498","0.253362","8.34328","9.81423","9.03495","0.278609","7.95202","9.89217","317.893","2.38937","309.308","324.621","14.5148","0.0504683","14.4355","14.6522","8.65408","0.269173","7.72074","9.69481","314.589","8.64676",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072220","9.2597","0.44032","7.90961","10.4913","9.36651","0.436149","7.89119","10.5105","9.36357","0.442202","8.00691","10.5886","317.929","2.64794","310.386","329.115","14.4823","0.0608175","14.4003","14.5815","8.97876","0.435857","7.31183","10.2675","314.738","8.96905",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072230","8.82585","0.393025","7.66886","9.86821","8.9463","0.399238","7.77939","9.86588","8.94762","0.437686","7.63548","10.0515","322.158","3.12393","312.468","329.278","14.3859","0.0613781","14.3213","14.5464","8.5328","0.421658","7.12416","9.59844","318.842","8.52025",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072240","8.28716","0.834005","6.63393","10.4434","8.38547","0.845211","6.70287","10.5429","8.4186","0.830449","6.59852","10.5317","319.967","3.83287","307.217","331.353","14.5908","0.0622243","14.401","14.7102","8.05937","0.808423","6.27932","10.0906","316.579","8.0422",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072250","9.84699","0.471144","8.27345","11.1036","9.9388","0.481571","7.93321","11.0954","9.91077","0.587377","7.71429","10.9789","319.158","2.37575","312.105","328.369","14.2618","0.0508145","14.1912","14.4014","9.50791","0.540307","7.09228","10.8895","316.161","9.49955",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072300","9.23525","0.373678","8.35643","10.4435","9.34607","0.361374","8.21802","10.5213","9.35127","0.364365","8.30345","10.5941","317.68","1.915","310.56","326.826","14.3071","0.0224563","14.2427","14.3367","8.96793","0.345642","7.88712","10.2458","314.483","8.96246",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072310","9.6823","0.399444","8.52067","10.7716","9.79352","0.407488","8.59525","10.8376","9.78654","0.432113","8.52801","10.7492","317.946","2.21561","309.251","328.923","14.2229","0.0361057","14.166","14.3251","9.3639","0.426101","7.8729","10.5097","314.803","9.35701",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072320","9.20024","0.325582","8.1553","10.6213","9.29634","0.320567","8.16323","10.5645","9.24032","0.344996","7.80935","10.5723","314.028","3.28674","303.56","323.254","14.1974","0.0354629","14.142","14.2847","8.90305","0.342739","7.24636","10.5823","310.881","8.88776",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072330","9.44546","0.419665","8.00971","10.8627","9.51015","0.420783","8.06835","10.6411","9.4538","0.463341","7.64663","10.66","310.07","2.91608","300.136","319.168","14.1463","0.0567252","14.0497","14.2679","9.17123","0.44182","7.20742","10.3645","307.104","9.15854",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072340","9.00639","0.509613","7.59102","10.0461","9.09298","0.515617","7.67081","10.3","9.08268","0.510495","7.43497","10.2207","313.239","5.19302","299.844","325.982","14.1554","0.0575711","14.0302","14.249","8.78361","0.485508","7.08204","10.0177","310.121","8.74659",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509072350","8.39017","0.459536","7.19046","10.0559","8.46807","0.500651","6.82672","10.2897","8.41586","0.592643","6.45756","10.2005","314.508","3.45896","303.326","325.413","14.239","0.0642751","14.0859","14.3375","8.13045","0.551409","5.82445","9.83416","311.352","8.11568",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509080000","8.51642","0.576438","6.19221","9.98766","8.62936","0.584059","6.1904","10.1728","8.6232","0.562071","6.43207","10.0709","319.922","3.50015","306.931","328.886","14.2238","0.0440259","14.1195","14.3058","8.22593","0.553401","5.88188","9.60965","316.443","8.21096",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509080010","7.92775","0.475467","6.56191","9.18021","8.01891","0.478432","6.8803","9.32241","8.03156","0.454555","6.78069","9.26686","322.761","3.09105","311.591","334.284","14.278","0.0541067","14.1416","14.3976","7.65791","0.455528","6.32231","8.86527","319.358","7.64682",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509080020","7.67673","0.533807","6.21757","9.22934","7.74691","0.555362","6.31406","9.35616","7.70042","0.602713","5.77706","9.38451","319.237","4.73458","299.714","336.166","14.288","0.0619031","14.1573","14.4004","7.34446","0.598678","5.14995","8.90843","315.789","7.32138",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201509080030","7.78895","0.464129","6.41486","9.37139","7.85122","0.477731","6.77837","9.485","7.80899","0.49755","6.38362","9.50963","314.83","3.61586","305.11","327.738","14.2624","0.0309342","14.1725","14.3236","7.51315","0.491769","6.12459","9.05685","311.46","7.49925",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
